date,000312.OF,002236.OF,003194.OF,004195.OF,004409.OF,004744.OF,005562.OF,164304.OF,690008.OF,,-0.325910697,0.463554316
2019/3/4,0.186774737,-0.052916456,0.346741117,-0.177175901,-0.518175971,-0.486024158,,-0.659501329,-0.032017905,,,
2019/3/5,0.192379916,-0.078008947,0.326560145,-0.172958392,-0.572253994,-0.482382837,,-0.644773011,-0.027352896,,,
2019/3/6,0.192239898,-0.081160815,0.321786953,-0.174120544,-0.609708052,-0.500499623,,-0.652185161,0.001360411,,,
2019/3/7,0.191161847,-0.081454958,0.319280952,-0.173205466,-0.61159954,-0.501239448,,-0.654447911,0.007081887,,,
2019/3/8,0.196973315,-0.012808998,0.324620134,-0.152768023,-0.46048469,-0.427332786,,-0.636035668,-0.035945595,,,
2019/3/11,0.197484597,-0.010723952,0.319176156,-0.152782308,-0.457651159,-0.428158197,,-0.652465635,-0.035987479,,,
2019/3/12,0.198000458,-0.009950972,0.323219135,-0.151244418,-0.457839987,-0.428666057,,-0.653034848,-0.036133224,,,
2019/3/13,0.196703861,-0.021853815,0.342720323,-0.145610317,-0.492415569,-0.492177049,,-0.662949934,-0.011984171,,,
2019/3/14,0.196385337,-0.030251937,0.348845689,-0.146018369,-0.487559284,-0.485388865,,-0.662759216,-0.015014146,,,
2019/3/15,0.196312225,-0.029973053,0.368844435,-0.155012222,-0.499969523,-0.484986461,,-0.663363584,-0.03552024,,,
2019/3/18,0.207313708,-0.041424761,0.465954976,-0.169428474,-0.473987017,-0.488183019,,-0.658444485,-0.075689364,,,
2019/3/19,0.207003126,-0.040305626,0.465313919,-0.169424146,-0.498014317,-0.492271301,,-0.658447447,-0.084537787,,,
2019/3/20,0.2152409,-0.048193632,0.458887162,-0.177742781,-0.507572555,-0.50707721,,-0.663251933,-0.098142404,,,
2019/3/21,0.236917847,-0.093307796,0.433029293,-0.174070267,-0.527556677,-0.543530925,,-0.658969364,-0.133264855,,,
2019/3/22,0.239985614,-0.092158099,0.447635285,-0.167102616,-0.540930173,-0.558500944,,-0.660810986,-0.14220854,,,
2019/3/25,0.238010855,-0.072928486,0.466695339,-0.166827604,-0.536541931,-0.567655901,,-0.664515056,-0.143505265,,,
2019/3/26,0.29579674,-0.031200865,0.377007789,-0.165268843,-0.626173505,-0.523545111,,-0.632963422,-0.038461025,,,
2019/3/27,0.29757742,-0.030848328,0.377958163,-0.166264667,-0.626876927,-0.522780627,,-0.632634048,-0.029267763,,,
2019/3/28,0.299101815,-0.037845406,0.353527635,-0.143602965,-0.669626721,-0.527783668,,-0.650615092,-0.056994938,,,
2019/3/29,0.297859518,-0.041877133,0.344498733,-0.138234631,-0.659440053,-0.554120211,,-0.617057196,-0.033701154,,,
2019/4/1,0.319480652,-0.031829415,0.336116369,-0.152942476,-0.661157823,-0.527466234,,-0.626201759,-0.104135985,,,
2019/4/2,0.319381021,-0.036815604,0.328751285,-0.159646565,-0.65657866,-0.548654745,,-0.630513318,-0.118145016,,,
2019/4/3,0.315019538,-0.040619438,0.310714096,-0.16214059,-0.660078671,-0.55473547,,-0.628276665,-0.102151901,,,
2019/4/4,0.292229105,-0.053101735,0.270236824,-0.149356125,-0.668985664,-0.542692982,,-0.593370726,-0.046916265,,,
2019/4/8,0.285664,-0.020040072,0.313639324,-0.156400747,-0.633463682,-0.494388314,,-0.586226016,-0.069353564,,,
2019/4/9,0.282224419,-0.039611544,0.312091939,-0.142068997,-0.634342093,-0.496186426,,-0.596499557,-0.019296556,,,
2019/4/10,0.282427132,-0.064643059,0.347794703,-0.113202001,-0.59659952,-0.483066553,,-0.59108156,-0.003058835,,,
2019/4/11,0.285044361,-0.072135719,0.345492551,-0.100968294,-0.6069099,-0.507668525,,-0.590661278,-0.007472229,,,
2019/4/12,0.283031416,-0.096982925,0.345853723,-0.1123907,-0.605301005,-0.500252247,,-0.588256127,0.010345711,,,
2019/4/15,0.285366847,-0.059030946,0.359742372,-0.123263109,-0.60306534,-0.566711437,,-0.608827581,0.033570746,,,
2019/4/16,0.28245451,-0.059052337,0.365969657,-0.123089644,-0.600001666,-0.566847961,,-0.609401376,0.026612462,,,
2019/4/17,0.286782812,-0.039161089,0.354020743,-0.128640358,-0.582127249,-0.597428985,,-0.628663524,0.031113335,,,
2019/4/18,0.276588602,-0.039751802,0.365203823,-0.122016122,-0.535576965,-0.550979042,,-0.587547036,0.03211203,,,
2019/4/19,0.2765255,-0.039685477,0.365096326,-0.124925218,-0.525927828,-0.5511389,,-0.585706453,0.034231881,,,
2019/4/22,0.284734767,-0.047572202,0.358482912,-0.134713373,-0.513728379,-0.557444817,,-0.587310303,0.03600618,,,
2019/4/23,0.310014279,-0.078956954,0.415639794,-0.128818281,-0.529555869,-0.517572352,,-0.621836628,0.031109968,,,
2019/4/24,0.321933766,-0.090252282,0.458874188,-0.133775823,-0.574032481,-0.553158489,,-0.640588572,0.034362622,,,
2019/4/25,0.336350029,-0.083001115,0.464963926,-0.13262203,-0.597244248,-0.567925952,,-0.645773299,0.03426915,,,
2019/4/26,0.329112978,-0.062406558,0.45548254,-0.136425078,-0.59004616,-0.56938799,0.647433059,-0.64118848,0.027229908,,,
2019/4/29,0.353406862,-0.104606091,0.496448996,-0.117174354,-0.608258774,-0.592349984,0.669162909,-0.626789805,0.006586547,,,
2019/4/30,0.376076158,-0.058946794,0.48256409,-0.100610606,-0.602638716,-0.574201625,0.638984165,-0.598546626,-0.008308087,,,
